순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
3052,2020,나쁜 녀석들: 포에버,"아딜 엘 아르비,빌랄 팔라",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020-01-15,미국,896,4880576760,547775,액션,청소년관람불가,일반영화
3053,2020,국제수사,김봉한,(주)쇼박스,2020-09-29,한국,1074,4496549760,537470,코미디,15세이상관람가,일반영화
3054,2020,침입자,손원평,(주)에이스메이커무비웍스,2020-06-04,한국,1365,4806314000,531212,미스터리,15세이상관람가,일반영화
3055,2020,스타워즈: 라이즈 오브 스카이워커,J.J. 에이브럼스,월트디즈니컴퍼니코리아 유한책임회사,2020-01-08,미국,957,4704790210,507265,액션,12세이상관람가,일반영화
3056,2020,스파이 지니어스,"닉 브루노,트로이 콴",월트디즈니컴퍼니코리아 유한책임회사,2020-01-22,미국,712,3689131180,449876,애니메이션,전체관람가,일반영화
3057,2020,이웃사촌,이환경,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스",2020-11-25,한국,1363,3647897960,424764,드라마,12세이상관람가,일반영화
3058,2020,온워드: 단 하루의 기적,댄 스캔론,월트디즈니컴퍼니코리아 유한책임회사,2020-06-17,미국,1138,3581335060,416739,애니메이션,전체관람가,일반영화
3059,2020,소리도 없이,홍의정,(주)에이스메이커무비웍스,2020-10-15,한국,1084,3558023900,403326,범죄,15세이상관람가,일반영화
3060,2020,버즈 오브 프레이(할리 퀸의 황홀한 해방),캐시 얀,워너브러더스 코리아(주),2020-02-05,미국,963,3548999190,401411,액션,15세이상관람가,일반영화
3061,2020,원더 우먼 1984,팻티 젠킨스,워너브러더스 코리아(주),2020-12-23,미국,2260,3490431460,390986,액션,12세이상관람가,일반영화
3062,2020,오! 문희,정세교,CGV아트하우스,2020-09-02,한국,1110,2798758600,351162,코미디,12세이상관람가,일반영화
3063,2020,그린랜드,릭 로먼 워,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020-09-29,미국,779,2777724520,325869,액션,12세이상관람가,일반영화
3064,2020,런,아니쉬 차간티,(주)올스타엔터테인먼트,2020-11-20,미국,799,2560441600,278819,미스터리,15세이상관람가,일반영화
3065,2020,뮬란,니키 카로,월트디즈니컴퍼니코리아 유한책임회사,2020-09-17,미국,1420,2079737620,236247,어드벤처,12세이상관람가,일반영화
3066,2020,내가 죽던 날,박지완,워너브러더스 코리아(주),2020-11-12,한국,909,2135396020,233112,드라마,12세이상관람가,일반영화
3067,2020,검객,최재훈,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운",2020-09-23,한국,832,1619781870,190237,액션,15세이상관람가,일반영화
3068,2020,조제,김종관,워너브러더스 코리아(주),2020-12-10,한국,1179,1673427570,186647,멜로/로맨스,15세이상관람가,일반영화
3069,2020,사라진 시간,정진영,(주)에이스메이커무비웍스,2020-06-18,한국,874,1651188580,185653,미스터리,15세이상관람가,일반영화
3070,2020,밤쉘: 세상을 바꾼 폭탄선언,제이 로치,(주)홈초이스,2020-07-08,미국,882,1520624340,179393,드라마,15세이상관람가,독립/예술영화
3071,2020,트롤: 월드 투어,"월트 도른,데이빗 P.스미스",유니버설픽쳐스인터내셔널 코리아(유),2020-04-29,미국,344,1168000320,152159,애니메이션,전체관람가,일반영화
3072,2020,미스터트롯: 더 무비,전수경,(주)영화사 그램,2020-10-22,한국,449,1288696100,150090,공연,전체관람가,일반영화
3073,2020,타오르는 여인의 초상,셀린 시아마,"그린나래미디어(주),(주)홈초이스",2020-01-16,프랑스,120,1251474838,148644,드라마,15세이상관람가,독립/예술영화
3074,2020,브레이크 더 사일런스: 더 무비,박준수,CGV ICECON,2020-09-24,한국,205,1160249000,131693,다큐멘터리,전체관람가,일반영화
3075,2020,애니멀 크래커,토니 밴크로프트,(주)이수C&E,2020-08-05,미국,473,1025381740,129246,애니메이션,전체관람가,독립/예술영화
3076,2020,다크 워터스,토드 헤인즈,(주)이수C&E,2020-03-11,미국,575,1096657740,127251,드라마,12세이상관람가,독립/예술영화
3077,2020,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,하시모토 마사카즈,(주)씨제이이엔엠,2020-08-20,일본,661,1004751550,123329,애니메이션,전체관람가,일반영화
3078,2020,수퍼 소닉,제프 파울러,롯데컬처웍스(주)롯데엔터테인먼트,2020-02-12,미국,609,932457150,118725,애니메이션,전체관람가,일반영화
3079,2020,언힌지드,데릭 보트,"(주)누리픽쳐스,(주)영화특별시에스엠씨",2020-10-07,미국,676,1016037190,118112,스릴러,청소년관람불가,일반영화
3080,2020,조조 래빗,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,2020-02-05,미국,277,948260200,109913,코미디,12세이상관람가,독립/예술영화
3081,2020,언더워터,윌리엄 유뱅크,월트디즈니컴퍼니코리아 유한책임회사,2020-05-27,미국,594,937112800,109207,스릴러,15세이상관람가,일반영화
3082,2020,디바,조슬예,메가박스중앙(주)플러스엠,2020-09-23,한국,831,901717350,108122,스릴러,15세이상관람가,일반영화
3083,2020,저 산 너머,최종태,(주)리틀빅픽쳐스,2020-04-30,한국,468,772685300,103534,드라마,12세이상관람가,일반영화
3084,2020,기기괴괴 성형수,조경훈,(주)트리플픽쳐스,2020-09-09,한국,276,871629560,103251,공포(호러),15세이상관람가,독립/예술영화
3085,2020,죽지않는 인간들의 밤,신정원,TCO(주)더콘텐츠온,2020-09-29,한국,570,840217440,101616,코미디,15세이상관람가,일반영화
3086,2020,21 브릿지: 테러 셧다운,브라이언 커크,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2020-01-01,미국,228,774683700,100092,스릴러,15세이상관람가,일반영화
3087,2020,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,"유야마 쿠니히코,사카키바라 모토노리",(주)이수C&E,2020-09-30,일본,591,780549310,97392,애니메이션,전체관람가,일반영화
3088,2020,주디,루퍼트 굴드,TCO(주)더콘텐츠온,2020-03-25,영국,479,738851760,89719,드라마,12세이상관람가,독립/예술영화
3089,2020,레이니 데이 인 뉴욕,우디 앨런,"그린나래미디어(주),(주)버킷스튜디오",2020-05-06,미국,563,784272200,88440,코미디,15세이상관람가,독립/예술영화
3090,2020,나의 청춘은 너의 것,"주동,대몽영","오드,(주)홈초이스",2020-04-29,대만,533,714892500,84442,멜로/로맨스,12세이상관람가,독립/예술영화
3091,2020,젠틀맨,가이 리치,"(주)영화사 빅,(주)다날엔터테인먼트",2020-02-26,미국,586,665658710,81482,범죄,청소년관람불가,일반영화
3092,2020,에어로너츠,톰 하퍼,(주)홈초이스,2020-06-10,영국,534,691188500,79877,드라마,12세이상관람가,독립/예술영화
3093,2020,소리꾼,조정래,(주)리틀빅픽쳐스,2020-07-01,한국,573,642120680,79215,사극,12세이상관람가,일반영화
3094,2020,극장판 미니특공대: 공룡왕 디노,이영준,(주)리틀빅픽쳐스,2020-02-06,한국,485,613273720,78929,애니메이션,전체관람가,일반영화
3095,2020,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,(주)애니플러스,2020-10-22,일본,149,696241320,76787,애니메이션,15세이상관람가,일반영화
3096,2020,빅샤크3: 젤리몬스터 대소동,신우,(주)팝엔터테인먼트,2020-07-29,중국,400,562559660,72912,애니메이션,전체관람가,일반영화
3097,2020,엽문4: 더 파이널,엽위신,(주)키다리이엔티,2020-04-01,홍콩,206,630556300,72886,액션,12세이상관람가,독립/예술영화
3098,2020,소년시절의 너,증국상,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리",2020-07-09,중국,252,614916500,72322,멜로/로맨스,15세이상관람가,독립/예술영화
3099,2020,호텔 레이크,윤은경,(주)스마일이엔티,2020-04-29,한국,465,592223200,70019,공포(호러),15세이상관람가,독립/예술영화
3100,2020,카페 벨에포크,니콜라스 베도스,(주)이수C&E,2020-05-20,프랑스,463,549455880,65975,코미디,15세이상관람가,독립/예술영화
3101,2020,뉴 뮤턴트,조쉬 분,월트디즈니컴퍼니코리아 유한책임회사,2020-09-10,미국,817,546115880,61897,액션,15세이상관람가,일반영화
3102,2020,극장판 미니특공대: 햄버거괴물의 습격,이영준,(주)리틀빅픽쳐스,2020-09-30,한국,414,465849080,57857,애니메이션,전체관람가,일반영화
3103,2020,마이 스파이,피터 시걸,(주)이수C&E,2020-04-29,미국,240,482594500,56282,액션,12세이상관람가,일반영화
3104,2020,극장판 바이올렛 에버가든,이시다테 타이치,(주)라이크콘텐츠,2020-11-12,일본,131,467986490,55030,애니메이션,전체관람가,독립/예술영화
3105,2020,더 프린세스 : 도둑맞은 공주,올레말라므,(주)팝엔터테인먼트,2020-08-12,우크라이나,423,445726660,54609,애니메이션,전체관람가,일반영화
3106,2020,나의 첫 번째 슈퍼스타,니샤 가나트라,유니버설픽쳐스인터내셔널 코리아(유),2020-06-10,미국,462,473919360,53684,코미디,12세이상관람가,일반영화
3107,2020,프리키 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2020-11-25,미국,631,451225690,51812,코미디,청소년관람불가,일반영화
3108,2020,아웃포스트,로드 루리,(주)제이앤씨미디어그룹,2020-09-23,미국,454,428533870,51381,전쟁,15세이상관람가,일반영화
3109,2020,스케어리 스토리:어둠의 속삭임,안드레 외브레달,(주)제이앤씨미디어그룹,2020-03-25,미국,186,375492420,44989,판타지,15세이상관람가,일반영화
3110,2020,파바로티,론 하워드,오드,2020-01-01,영국,85,348527658,43486,다큐멘터리,12세이상관람가,독립/예술영화
3111,2020,피아니스트의 전설,쥬세페 토르나토레,(주)라이크콘텐츠,2020-01-01,이탈리아,69,340627562,41680,드라마,15세관람가,독립/예술영화
3112,2020,아이즈 온 미 : 더 무비,박재석,씨제이포디플렉스 주식회사,2020-06-10,한국,124,506274000,39228,공연,전체관람가,일반영화
3113,2020,다만 악에서 구하소서 파이널컷,홍원찬,(주)씨제이이엔엠,2020-10-28,한국,475,326106570,37961,액션,청소년관람불가,일반영화
3114,2020,야구소녀,최윤태,"(주)싸이더스,찬란",2020-06-18,한국,264,316405720,36986,드라마,12세이상관람가,독립/예술영화
3115,2020,애프터: 그 후,로저 컴블,판씨네마(주),2020-10-07,미국,420,304956040,36962,멜로/로맨스,15세이상관람가,일반영화
3116,2020,반교: 디텐션,존 쉬,(주)팝엔터테인먼트,2020-08-13,기타,128,326377250,36405,공포(호러),15세이상관람가,독립/예술영화
3117,2020,콜 오브 와일드,크리스 샌더스,월트디즈니컴퍼니코리아 유한책임회사,2020-05-14,미국,505,306118500,36245,어드벤처,12세이상관람가,일반영화
3118,2020,서치 아웃,곽정,"(주)스톰픽쳐스코리아,(주)삼백상회",2020-04-15,한국,355,297167000,34115,스릴러,15세이상관람가,독립/예술영화
3119,2020,오픈 더 도어,올가 고로데츠카야,(주)팝엔터테인먼트,2020-04-08,러시아,184,286702100,31760,공포(호러),15세이상관람가,일반영화
3120,2020,톰보이,셀린 시아마,(주)영화특별시에스엠씨,2020-05-14,프랑스,361,268477620,29879,드라마,12세이상관람가,독립/예술영화
3121,2020,"하이, 젝시","존 루카스,스콧 무어",(주)홈초이스,2020-02-19,미국,205,227794500,29492,코미디,15세이상관람가,일반영화
3122,2020,미스비헤이비어,필립파 로소프,판씨네마(주),2020-05-27,영국,378,234421860,28884,드라마,15세이상관람가,독립/예술영화
3123,2020,부활: 그 증거,김상철,(주)영화사 진진,2020-10-08,한국,111,231971100,28534,다큐멘터리,전체관람가,독립/예술영화
3124,2020,"어디갔어, 버나뎃",리차드 링클레이터,"(주)디스테이션,(주)엔케이컨텐츠",2020-10-08,미국,253,236253000,28378,코미디,12세이상관람가,독립/예술영화
3125,2020,건즈 아킴보,제이슨 레이 하우덴,와이드 릴리즈(주),2020-04-15,영국,181,244731000,27928,액션,청소년관람불가,독립/예술영화
3126,2020,찬실이는 복도 많지,김초희,찬란,2020-03-05,한국,241,238095830,27672,드라마,전체관람가,독립/예술영화
3127,2020,파리의 인어,마티아스 마르지유,(주)빅웨이브시네마,2020-07-23,프랑스,204,232298500,27623,멜로/로맨스,12세이상관람가,독립/예술영화
3128,2020,페인 앤 글로리,페드로 알모도바르,(주)제이앤씨미디어그룹,2020-02-05,스페인,198,208760620,27569,드라마,청소년관람불가,독립/예술영화
3129,2020,타발루가와 얼음공주,스벤 운터발트 주니어,예지림엔터테인먼트,2020-01-08,독일,304,190654000,27330,애니메이션,전체관람가,독립/예술영화
3130,2020,더 보이 2: 돌아온 브람스,윌리엄 브렌트 벨,(주)팝엔터테인먼트,2020-03-05,미국,179,231152000,26531,공포(호러),15세이상관람가,일반영화
3131,2020,폰조,조쉬 트랭크,(주)키다리이엔티,2020-10-14,미국,574,211759310,25383,범죄,청소년관람불가,독립/예술영화
3132,2020,킹덤 오브 헤븐: 디렉터스 컷,리들리 스콧,(주)영화사오원,2020-11-11,영국,117,230971600,25153,액션,15세이상관람가,일반영화
3133,2020,더 프롬,라이언 머피,메가박스중앙(주)플러스엠,2020-12-02,미국,662,213920730,24635,코미디,12세이상관람가,일반영화
3134,2020,마리 퀴리,마르잔 사트라피,(주)디스테이션,2020-11-18,프랑스,484,191500920,24573,드라마,15세이상관람가,독립/예술영화
3135,2020,캣츠토피아,게리 왕,(주)버킷스튜디오,2020-04-30,중국,367,201223160,24000,판타지,전체관람가,독립/예술영화
3136,2020,블루 아워,하코타 유코,오드,2020-07-22,일본,322,202646600,23810,드라마,12세이상관람가,독립/예술영화
3137,2020,테슬라,마이클 알메레이다,(주)제이앤씨미디어그룹,2020-10-28,미국,460,184842950,23441,드라마,12세이상관람가,일반영화
3138,2020,울프 콜,안토닌 보드리,판씨네마(주),2020-03-05,프랑스,336,192061580,23247,액션,15세이상관람가,독립/예술영화
3139,2020,에이바,테이트 테일러,(주)제이앤씨미디어그룹,2020-09-09,미국,515,178670250,22832,액션,15세이상관람가,일반영화
3140,2020,애비규환,최하나,(주)리틀빅픽쳐스,2020-11-12,한국,453,206423800,22680,드라마,12세이상관람가,독립/예술영화
3141,2020,아홉 스님,윤성준,"(주)퍼스트런,(주)키다리이엔티",2020-05-27,한국,141,137625200,22330,드라마,전체관람가,독립/예술영화
3142,2020,인베이젼 2020,표도르 본다르추크,(주)제이앤씨미디어그룹,2020-07-01,러시아,354,179135260,21609,SF,12세이상관람가,일반영화
