순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
244,2012,마다가스카3 : 이번엔 서커스다!,"에릭 다넬,톰 맥그라스,콘래드 베논",(주)씨제이이엔엠,2012-06-06,미국,564,12494860000,1626704,애니메이션,전체관람가,일반영화
245,2012,반창꼬,정기훈,(주)넥스트엔터테인먼트월드(NEW),2012-12-19,한국,466,12432566719,1726459,멜로/로맨스,15세이상관람가,일반영화
246,2012,아이스 에이지 4: 대륙 이동설,"스티브 마티노,마이크 트메이어",이십세기폭스코리아(주),2012-07-25,미국,501,12291809704,1648070,애니메이션,전체관람가,일반영화
247,2012,공모자들,김홍선,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,한국,496,12240964500,1646142,범죄,청소년관람불가,일반영화
248,2012,하울링,유하,(주)씨제이이엔엠,2012-02-16,한국,550,11765293500,1612554,범죄,15세이상관람가,일반영화
249,2012,용의자X,방은진,(주)씨제이이엔엠,2012-10-18,한국,553,11241013000,1552055,미스터리,15세이상관람가,일반영화
250,2012,새미의 어드벤쳐 2,벤 스타센,(주)씨제이이엔엠,2012-08-01,벨기에,486,10805555000,1452872,애니메이션,전체관람가,일반영화
251,2012,은교,정지우,롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,한국,521,9917728000,1346274,멜로/로맨스,청소년관람불가,일반영화
252,2012,잃어버린 세계를 찾아서 2: 신비의 섬,브래드 페이튼,워너브러더스 코리아(주),2012-01-19,미국,398,9784305000,1149628,액션,전체관람가,일반영화
253,2012,차형사,신태라,(주)씨제이이엔엠,2012-05-30,한국,433,9752555296,1346754,코미디,15세이상관람가,일반영화
254,2012,점박이:한반도의 공룡3D,한상호,(주)씨제이이엔엠,2012-01-26,한국,457,9621468000,1040636,애니메이션,전체관람가,일반영화
255,2012,간기남,김형준,(주)쇼박스,2012-04-11,한국,356,9356404500,1246185,코미디,청소년관람불가,일반영화
256,2012,간첩,우민호,롯데쇼핑㈜롯데엔터테인먼트,2012-09-20,한국,576,9316548500,1310895,드라마,15세이상관람가,일반영화
257,2012,메리다와 마법의 숲,"마크 앤드류스,브렌다 채프먼",한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-27,미국,479,9024766000,1231024,애니메이션,전체관람가,일반영화
258,2012,토탈 리콜,렌 와이즈먼,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-08-15,미국,448,8958236000,1219637,SF,15세이상관람가,일반영화
259,2012,돈의 맛,임상수,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-05-17,한국,643,8776870611,1165488,드라마,청소년관람불가,일반영화
260,2012,R2B: 리턴투베이스,김동원,(주)씨제이이엔엠,2012-08-15,한국,539,8600489371,1201640,액션,15세이상관람가,일반영화
261,2012,프로메테우스,리들리 스콧,이십세기폭스코리아(주),2012-06-06,미국,521,8583886099,970275,SF,청소년관람불가,일반영화
262,2012,회사원,임상윤,(주)쇼박스,2012-10-11,한국,549,8321175000,1110523,액션,청소년관람불가,일반영화
263,2012,가디언즈,피터 램지,(주)씨제이이엔엠,2012-11-29,미국,470,8083010500,1056250,애니메이션,전체관람가,일반영화
264,2012,타이탄의 분노,조나단 리브스만,워너브러더스 코리아(주),2012-03-29,미국,535,7591124500,893027,액션,12세이상관람가,일반영화
265,2012,본 레거시,토니 길로이,유니버설픽쳐스인터내셔널 코리아(유),2012-09-06,미국,585,7412233000,1015711,액션,15세이상관람가,일반영화
266,2012,시체가 돌아왔다,우선호,(주)씨제이이엔엠,2012-03-29,한국,435,7357623000,986547,범죄,15세이상관람가,일반영화
267,2012,가문의 영광5 - 가문의 귀환,정용기,롯데쇼핑㈜롯데엔터테인먼트,2012-12-19,한국,447,7245056500,1012223,코미디,15세이상관람가,일반영화
268,2012,존 카터: 바숨 전쟁의 서막,앤드류 스탠튼,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-08,미국,508,7218670500,837426,SF,12세이상관람가,일반영화
269,2012,원더풀 라디오,권칠인,(주)쇼박스,2012-01-05,한국,474,7193596000,977470,드라마,15세이상관람가,일반영화
270,2012,스텝업4 : 레볼루션,스콧 스피어,롯데쇼핑㈜롯데엔터테인먼트,2012-08-15,미국,281,7157894000,953871,멜로/로맨스,12세이상관람가,일반영화
271,2012,돈 크라이 마미,김용한,(주)에스비에스콘텐츠허브,2012-11-22,한국,444,6798882099,972962,스릴러,15세이상관람가,일반영화
