순번,개봉연도,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
315,2015,기적의 피아노,"임성구,김은주",(주)보고싶은영화사,,롯데쇼핑㈜롯데엔터테인먼트,2015-09-03,한국,74,46156800,6514,다큐멘터리,전체관람가,독립/예술영화
316,2015,학교괴담 : 저주의 언령,오치아이 마사유키,,(주)애니플러스,(주)박수엔터테인먼트,2015-07-02,일본,70,47578100,6469,미스터리,15세이상관람가,독립/예술영화
318,2015,앙리 앙리,마틴 탈봇,,(주)컴퍼니엘,(주)영화사 빅,2015-10-29,캐나다,61,50044500,6394,드라마,12세이상관람가,독립/예술영화
319,2015,챔피언 프로그램,스티븐 프리어스,,판씨네마(주),판씨네마(주),2015-10-28,영국,91,48323400,6301,드라마,12세이상관람가,독립/예술영화
320,2015,맛있는 택배,기대호,(주)로드하우스,,노바엔터테인먼트,2015-04-02,한국,50,31122000,6276,멜로/로맨스,청소년관람불가,일반영화
321,2015,나쁜 사랑,브누와 쟉꼬,,(주)수키픽쳐스,주식회사 씨네룩스,2015-04-16,프랑스,35,46875500,6107,멜로/로맨스,15세이상관람가,독립/예술영화
322,2015,모든 비밀스러운 것들,에이미 버그,,(주)올스타엔터테인먼트,와이드 릴리즈(주),2015-07-02,미국,49,41677000,6077,스릴러,15세이상관람가,일반영화
323,2015,진격의 거인: 자유의 날개,아라키 테츠로,,(주)애니플러스,(주)박수엔터테인먼트,2015-12-10,일본,37,46345600,6026,애니메이션,15세이상관람가,독립/예술영화
324,2015,호야와 토리: 드래곤 숲의 비밀,하타 마사미,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2015-06-04,일본,198,40189200,5950,애니메이션,전체관람가,일반영화
327,2015,디판,자크 오디아르,,그린나래미디어(주),그린나래미디어(주),2015-10-22,프랑스,30,42685400,5786,드라마,청소년관람불가,독립/예술영화
328,2015,서유기 : 모험의 시작,"주성치,곽자건",,주식회사 마운틴픽쳐스,"영화사 민들레,주식회사 마운틴픽쳐스",2015-02-05,중국,73,43467000,5585,코미디,12세이상관람가,독립/예술영화
329,2015,러브 인 프로방스,로젤린 보쉬,,(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩,2015-10-08,프랑스,34,41210600,5563,드라마,15세이상관람가,독립/예술영화
331,2015,포스 마쥬어: 화이트 베케이션,루벤 외스틀룬드,,(주)블룸즈베리리소시스리미티드,(주)블룸즈베리리소시스리미티드,2015-03-12,스웨덴,36,40280400,5372,드라마,15세이상관람가,독립/예술영화
332,2015,더 로프트 : 비밀의 방,에릭 반 루이,,(유)조이앤시네마,(유)조이앤시네마,2015-10-01,미국,114,39660300,5287,스릴러,청소년관람불가,일반영화
333,2015,원 와일드 모먼트,장-프랑소와 리셰,,(주)에브리쇼,주식회사 씨네룩스,2015-08-27,프랑스,40,39192000,5258,코미디,청소년관람불가,독립/예술영화
335,2015,울트라맨 사가,오카 히데키,,(주)소나무픽쳐스,(주)마인스 엔터테인먼트,2015-02-26,일본,108,37277400,5103,액션,전체관람가,일반영화
336,2015,암살교실,하스미 에이이치로,,(주)에이원엔터테인먼트,(주)에이원엔터테인먼트,2015-08-27,일본,55,40197700,5097,액션,12세이상관람가,일반영화
337,2015,라이즈 오브 더 레전드: 황비홍,주현량,,더컨텐츠콤(주),"(주)영화사 빅,(주)버킷스튜디오",2015-09-10,홍콩,51,40009000,5077,액션,15세이상관람가,독립/예술영화
338,2015,거짓말,김동명,방인리필름,,"(주)대명문화공장,(주)리틀빅픽쳐스",2015-10-29,한국,30,40895000,5043,드라마,청소년관람불가,독립/예술영화
340,2015,나쁜 녀석들,줄리어스 에이버리,,(주)올스타엔터테인먼트,와이드 릴리즈(주),2015-03-26,호주,59,35561300,4936,범죄,15세이상관람가,일반영화
341,2015,5 투 7,빅터 레빈,,㈜코리아스크린,"㈜코리아스크린,와이드 릴리즈(주)",2015-11-19,미국,62,37072200,4921,코미디,15세이상관람가,독립/예술영화
342,2015,스트레인저랜드,킴 파란트,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2015-08-06,호주,32,37598200,4916,미스터리,청소년관람불가,독립/예술영화
343,2015,타이거 마운틴,서극,,(주)누리픽쳐스,(주)누리픽쳐스,2015-04-23,중국,50,25024000,4910,전쟁,15세이상관람가,일반영화
344,2015,은하철도의 꿈,니시쿠보 미즈호,,(주)퍼스트런,(주)영화사오원,2015-04-09,일본,85,35438000,4812,애니메이션,전체관람가,독립/예술영화
346,2015,시티즌포,로라 포이트러스,,에스디시코리아 주식회사,에스디시코리아 주식회사,2015-11-19,미국,39,35565400,4769,다큐멘터리,12세이상관람가,독립/예술영화
347,2015,세레나,수잔 비에르,,(주)누리픽쳐스,(주)영화사 진진,2015-04-23,미국,46,36339000,4726,드라마,청소년관람불가,독립/예술영화
349,2015,라이엇 클럽,론 쉐르픽,,(주)영화사 진진,(주)영화사 진진,2015-10-22,영국,53,37266300,4662,드라마,청소년관람불가,독립/예술영화
351,2015,침묵의 시선,조슈아 오펜하이머,,(주)엣나인필름,(주)엣나인필름,2015-09-03,덴마크,31,35747000,4577,다큐멘터리,15세이상관람가,독립/예술영화
352,2015,세상끝의 사랑,김인식,(주)담소필름,,(주)스톰픽쳐스코리아,2015-11-12,한국,97,34737300,4472,멜로/로맨스,청소년관람불가,일반영화
353,2015,세계일주,이항배,(주)쿠나,,(주)나이너스엔터테인먼트,2015-03-26,한국,56,32479400,4449,가족,12세이상관람가,독립/예술영화
354,2015,미스 줄리,리브 울만,,그린나래미디어(주),그린나래미디어(주),2015-06-18,노르웨이,30,32306500,4380,드라마,15세이상관람가,독립/예술영화
355,2015,트립 투 잉글랜드,마이클 윈터바텀,,찬란,찬란,2015-11-26,영국,33,33045800,4192,코미디,15세이상관람가,독립/예술영화
357,2015,쿠크하트 : 시계심장을 가진 소년,"스테판 벨라,마티아스 마르지유",,(유)조이앤컨텐츠그룹,(주)드림팩트엔터테인먼트,2015-08-20,프랑스,37,26569200,4093,애니메이션,전체관람가,일반영화
359,2015,꿈보다 해몽,이광국,영화사 벽돌,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2015-02-12,한국,36,30616700,4087,드라마,15세이상관람가,독립/예술영화
362,2015,노크 노크,일라이 로스,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2015-10-22,미국,72,33317500,4024,스릴러,청소년관람불가,일반영화
363,2015,투 나잇 스탠드,맥스 니콜스,,(주)우성엔터테인먼트,와이드 릴리즈(주),2015-05-07,미국,47,32489500,3954,멜로/로맨스,청소년관람불가,독립/예술영화
365,2015,산다,박정범,"세컨드윈드 필름,(유)산다문화산업전문회사",,(주)리틀빅픽쳐스,2015-05-21,한국,33,29754200,3829,드라마,청소년관람불가,독립/예술영화
367,2015,미스터 하이네켄,다니엘 알프레드슨,,(주)시네마리퍼블릭,(주)스톰픽쳐스코리아,2015-09-17,영국,54,29494300,3711,액션,15세이상관람가,독립/예술영화
369,2015,적도,"렁록만,써니 럭",,판씨네마(주),판씨네마(주),2015-05-28,홍콩,71,27026500,3679,액션,15세이상관람가,일반영화
374,2015,경계의 저편 : I'LL BE HERE -과거편-,이시다테 타이치,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-10-22,일본,32,25700000,3579,애니메이션,12세이상관람가,독립/예술영화
377,2015,노엘의 선물,알렉산더 코페르,,(주)엔케이컨텐츠,(주)나이너스엔터테인먼트,2015-02-05,프랑스,58,23642900,3282,코미디,전체관람가,독립/예술영화
383,2015,와일드 카드,사이먼 웨스트,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-03-19,미국,69,23712000,3109,범죄,청소년관람불가,일반영화
386,2015,엔드 오브 디 어스,"데렉 리,클리프 프라우즈",,(주)콘텐츠판다,(주)콘텐츠판다,2015-01-29,캐나다,32,24762700,3047,공포(호러),청소년관람불가,독립/예술영화
387,2015,더 커널,이반 캐바나,,브런치메이트필름(주),"(주)영화사오원,(주)브리즈픽처스",2015-08-20,아일랜드,44,23722100,2982,공포(호러),청소년관람불가,독립/예술영화
388,2015,더 원 아이 러브,찰리 맥도웰,,(주)홈초이스,(주)팝엔터테인먼트,2015-11-05,미국,58,22910500,2910,판타지,15세이상관람가,독립/예술영화
389,2015,고양이 장례식,이종훈,영화 고양이 장례식 제작 조합,,(주)인디플러그,2015-01-15,한국,46,23200900,2865,멜로/로맨스,12세이상관람가,독립/예술영화
390,2015,재키 앤 라이언,아미 카난 만,,(주)콘텐츠윙,(주)팝엔터테인먼트,2015-11-19,미국,62,22080000,2860,드라마,12세이상관람가,독립/예술영화
391,2015,나이트 오브 컵스,테렌스 맬릭,,"(주)프레인글로벌,(주)수키픽쳐스",(주)프레인글로벌,2015-11-12,미국,37,21438500,2844,드라마,청소년관람불가,독립/예술영화
392,2015,에벌리,조 린치,,㈜코리아스크린,와이드 릴리즈(주),2015-06-04,미국,47,18036500,2839,액션,청소년관람불가,일반영화
395,2015,설해,김정권,(주)맑음영화사,,"(주)마인스 엔터테인먼트,주식회사 마운틴픽쳐스",2015-01-08,한국,34,20767500,2796,멜로/로맨스,12세이상관람가,독립/예술영화
397,2015,더 크로니클: 뮤턴트의 반격,제제 다카히사,,(주)엔케이컨텐츠,(주)영화사오원,2015-11-12,일본,41,20126500,2613,SF,15세이상관람가,독립/예술영화
400,2015,맹글혼,데이빗 고든 그린,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-11-26,미국,42,17543500,2511,드라마,15세이상관람가,독립/예술영화
402,2015,에브리띵 윌 비 파인,빔 벤더스,,찬란,찬란,2015-12-31,독일,46,17902500,2433,드라마,12세이상관람가,독립/예술영화
405,2015,마담 보바리,앤 폰테인,,㈜세종커뮤니케이션스,에이원엔터테인먼트,2015-04-02,프랑스,32,17605500,2375,멜로/로맨스,청소년관람불가,독립/예술영화
406,2015,마이 페어 웨딩,장희선,(주)레인보우팩토리,,(주)영화사 진진,2015-06-04,한국,39,17980000,2353,다큐멘터리,12세이상관람가,독립/예술영화
417,2015,에덴 : 동물원 사수 대작전,오쿠보 도미히코,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2015-09-03,일본,55,14451600,2093,애니메이션,전체관람가,일반영화
426,2015,위시 아이 워즈 히어,잭 브라프,,(주)영화사 안다미로,(주)영화사 안다미로,2015-09-10,미국,32,14391500,1868,코미디,15세이상관람가,독립/예술영화
456,2015,노블,스티븐 브래들리,,(주)에이블엔터테인먼트,(주)프레인글로벌,2015-10-01,영국,34,8597500,1220,드라마,청소년관람불가,독립/예술영화
