,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
378,380,2019,아녜스가 말하는 바르다,아녜스 바르다,알토미디어(주),2019-05-30,프랑스,35,4211000,4499,다큐멘터리,12세이상관람가,독립/예술영화
379,381,2019,브라더 오브 더 이어,위타야 통유용,(주)영화사오원,2019-03-07,태국,58,7116670,4429,코미디,12세이상관람가,독립/예술영화
381,383,2019,13년의 공백,사이토 타쿠미,"(주)영화사 그램,(주)디오시네마",2019-07-04,일본,47,4283500,4401,드라마,12세이상관람가,독립/예술영화
386,388,2019,쁘띠 아만다,미카엘 허스,알토미디어(주),2019-06-27,프랑스,31,7761100,4091,드라마,12세이상관람가,독립/예술영화
387,389,2019,디스트로이어,캐린 쿠사마,(주)라이크콘텐츠,2019-09-19,미국,92,7412200,4080,범죄,15세이상관람가,독립/예술영화
389,391,2019,스트롱거,데이빗 고든 그린,(주)올스타엔터테인먼트,2019-06-27,미국,38,7586000,3889,드라마,15세이상관람가,독립/예술영화
391,393,2019,퍼미션,브라이언 크라노,(주)에스와이코마드,2019-02-27,미국,53,5934740,3685,코미디,청소년관람불가,독립/예술영화
392,394,2019,래미의 초특급 시간여행,웨이밍 황,와이드 릴리즈(주),2019-02-27,중국,96,20976000,3610,애니메이션,전체관람가,일반영화
394,396,2019,퍼펙트 스트레인저,파올로 제노베스,(주)삼백상회,2019-10-24,이탈리아,83,6017260,3583,코미디,15세이상관람가,독립/예술영화
395,397,2019,스노우 화이트,앤 폰테인,(주)팝엔터테인먼트,2019-10-24,프랑스,77,3500000,3554,드라마,청소년관람불가,독립/예술영화
397,399,2019,너의 여자친구,이장희,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-12-04,한국,74,5337500,3456,코미디,12세이상관람가,독립/예술영화
399,401,2019,니나 내나,이동은,(주)리틀빅픽쳐스,2019-10-30,한국,51,5224700,3427,드라마,12세이상관람가,독립/예술영화
401,403,2019,질투의 역사,정인봉,"와이드 릴리즈(주),(주)스톰픽쳐스코리아",2019-03-14,한국,83,4874540,3372,멜로/로맨스,15세이상관람가,독립/예술영화
404,406,2019,트리트 미 라이크 파이어,마리 몽쥬,(주)트리플픽쳐스,2019-06-27,프랑스,34,4350500,3147,멜로/로맨스,청소년관람불가,독립/예술영화
410,412,2019,옹알스,"차인표,전혜림",(주)리틀빅픽쳐스,2019-05-30,한국,68,2068500,2772,코미디,전체관람가,독립/예술영화
412,414,2019,산타 앤 컴퍼니,알랭 샤바,(주)디스테이션,2019-12-12,프랑스,57,3109840,2735,판타지,전체관람가,독립/예술영화
414,416,2019,마법안개의 비밀: 황금 보물선을 찾아라,카스파 앤시스,와이드 릴리즈(주),2019-11-14,에스토니아,85,2000000,2564,애니메이션,전체관람가,일반영화
416,418,2019,우키시마호,김진홍,"(주)영화사메이플러스,주식회사 마운틴픽쳐스",2019-09-19,한국,65,3271900,2508,다큐멘터리,전체관람가,독립/예술영화
418,420,2019,속물들,"신아가,이상철",(주)삼백상회,2019-12-12,한국,95,2404500,2472,드라마,15세이상관람가,독립/예술영화
420,423,2019,12번째 솔저,해럴드 즈워트,(주)엣나인필름,2019-04-11,노르웨이,44,7894300,2427,전쟁,12세이상관람가,독립/예술영화
423,426,2019,언더 더 실버레이크,데이빗 로버트 밋첼,(주)팝엔터테인먼트,2019-09-19,미국,33,2033110,2261,범죄,청소년관람불가,독립/예술영화
424,427,2019,노리개: 그녀의 눈물,최승호,(주)제이앤씨미디어그룹,2019-06-13,한국,50,8354650,2237,드라마,15세이상관람가,일반영화
427,430,2019,뷰티풀 보이스,김선웅,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-05-22,한국,67,2252600,2167,코미디,전체관람가,독립/예술영화
430,433,2019,크리미널 게임: 보석 사기단,제임스 오클레이,와이드 릴리즈(주),2019-01-23,캐나다,92,2505670,2065,범죄,청소년관람불가,독립/예술영화
433,436,2019,우리들의 완벽한 세계,시바야마 겐지,(주)디스테이션,2019-04-04,일본,38,1323000,2054,멜로/로맨스,전체관람가,독립/예술영화
434,437,2019,선희와 슬기,박영주,(주)리틀빅픽쳐스,2019-03-27,한국,39,1183000,2024,드라마,12세이상관람가,독립/예술영화
437,440,2019,한강에게,박근영,㈜인디스토리,2019-04-04,한국,31,1181000,1959,드라마,12세이상관람가,독립/예술영화
438,441,2019,행맨,조니 마틴,(주)박수엔터테인먼트,2019-01-23,미국,63,1181000,1860,미스터리,15세이상관람가,일반영화
445,449,2019,토막살인범의 고백,리누스 드 파올리,(주)다자인소프트,2019-10-17,독일,60,1370000,1712,드라마,청소년관람불가,독립/예술영화
447,451,2019,와인스타인,우르술라 맥팔레인,(주)영화특별시에스엠씨,2019-09-26,미국,47,1797000,1667,다큐멘터리,15세이상관람가,독립/예술영화
449,453,2019,"두 번째 여름, 두 번 다시 만날 수 없는 너",나카니시 켄지,"(주)브리즈픽처스,(주)영화사오원",2019-01-23,일본,31,912000,1629,멜로/로맨스,전체관람가,독립/예술영화
460,464,2019,오늘도 위위,박범준,(주)영화사오원,2019-10-17,한국,40,961000,1416,드라마,전체관람가,일반영화
466,470,2019,이스케이프 플랜 3,존 허즈펠드,(주)누리픽쳐스,2019-09-04,중국,50,965000,1276,액션,청소년관람불가,일반영화
467,471,2019,더하우스,박균이,(주)이놀미디어,2019-12-12,한국,48,934000,1245,스릴러,15세이상관람가,일반영화
469,473,2019,벤트: 마약의 도시,바비 모레스코,노바엔터테인먼트,2019-07-12,미국,50,933000,1240,범죄,15세이상관람가,독립/예술영화
473,477,2019,아직 사랑하고 있습니까?,신양중,(주)디스테이션,2019-12-04,한국,38,933000,1180,코미디,청소년관람불가,일반영화
478,482,2019,캡티브 스테이트,루퍼트 와이어트,CGV아트하우스,2019-11-14,미국,50,940000,1131,SF,12세이상관람가,독립/예술영화
483,487,2019,발광하는 현대사,조성규,(주)케이티알파,2019-07-18,한국,37,935000,1069,드라마,청소년관람불가,독립/예술영화
490,495,2019,챔피언스,하비에르 페서,(주)영화사 빅,2019-02-07,스페인,51,883000,999,코미디,전체관람가,독립/예술영화
496,502,2019,험악한 꿈,나단 몰랜도,판씨네마(주),2019-02-14,미국,41,3604050,850,멜로/로맨스,15세이상관람가,독립/예술영화
497,503,2019,너의 목소리,이토 나오유키,(주)영화사 진진,2019-05-23,일본,43,700000,846,애니메이션,전체관람가,독립/예술영화
